englishTerm,koreanTerm,explanation
To improve noncompliance of diagnostic test,진단검사 불이행 개선,
To improve noncompliance of dietary regimen,식사 불이행 개선,
To improve noncompliance of fluid volume,체액량 불이행 개선,
To improve noncompliance of medication regimen,투약 불이행 개선,
To improve noncompliance of safety precautions,안전 불이행 개선,
To improve noncompliance of therapeutic regimen,치료 불이행 개선,
To improve nutrition alteration,영양장애 개선,
To improve olfactory alteration,후각장애 개선,
To improve oral mucous membranes impairment,구강점막손상 개선,
To improve pain,통증 개선,
To improve parental role conflict,부모역할갈등 개선,
To improve parenting alteration,부모역할장애 개선,
To improve perceived constipation,상상변비 개선,
To improve perinatal risk,주산기 위험성 개선,
To improve perioperative injury risk,수술주기손상 위험성 개선,
To improve perioperative positioning injury,수술주기체위손상 개선,
To improve peripheral alteration,말초순환장애 개선,
To improve personal identity disturbance,자아정체성장애 개선,
To improve physical mobility impairment,신체적운동장애 개선,
To improve physical regulation alteration,신체조절장애 개선,
To improve poisoning risk,중독 위험성 개선,
To improve polypharmacy,다중약물요법 개선,
To improve postpartum risk,산욕기 위험성 개선,
To improve posttrauma response,외상후반응 개선,
To improve powerlessness,무력감 개선,
To improve pregnancy risk,임신 위험성 개선,
To improve rape trauma syndrome,강간상해증후군 개선,
To improve reflex urinary incontinence,신경성요실금 개선,
To improve relocation stress syndrome,재배치스트레스증후군 개선,
To improve renal alteration,신장장애 개선,
To improve reproductive risk,생식 위험성 개선,
To improve respiration alteration,호흡장애 개선,
To improve role performance alteration,역할수행장애 개선,
To improve self-care deficit,자가간호결핍 개선,
To improve self-concept alteration,자아개념장애 개선,
To improve self-mutilation risk,자해 위험성 개선,
To improve sensory perceptual alteration,감각지각장애 개선,
To improve sexual dysfunction,성기능장애 개선,
To improve sexuality patterns alteration,성패턴변화 개선,
To improve situational self-esteem disturbance,상황적자존감장애 개선,
To improve skin incision,피부절개 개선,
To improve skin integrity alteration,피부통합성변화 개선,
To improve skin integrity impairment,피부통합성장애 개선,
To improve skin integrity impairment risk,피부통합성장애 위험성 개선,
To improve sleep deprivation,수면박탈 개선,
To improve sleep pattern disturbance,수면장애 개선,
To improve social interaction alteration,사회적상호작용변화 개선,
To improve social isolation,사회적고립 개선,
To improve socialization alteration,사회화장애 개선,
To improve spiritual distress,영적고뇌 개선,
To improve spiritual state alteration,영적장애 개선,
To improve stress urinary incontinence,복압성요실금 개선,
To improve substance abuse,물질남용 개선,
To improve suffocation risk,질식 위험성 개선,
To improve suicide risk,자살 위험성 개선,
To improve surgical recovery delay,수술회복지연 개선,
To improve swallowing impairment,연하장애 개선,
To improve tactile alteration,촉각장애 개선,
To improve thermoregulation impairment,체온조절장애 개선,
To improve thought process alteration,사고과정장애 개선,
To improve tissue perfusion alteration,조직관류장애 개선,
To improve tobacco abuse,담배남용 개선,
To improve toileting deficit,용변자가간호결핍 개선,
To improve trauma risk,외상 위험성 개선,
To improve unilateral neglect,편측성지각장애 개선,
To improve urge urinary incontinence,긴박성요실금 개선,
To improve urinary elimination alteration,배뇨장애 개선,
To improve urinary retention,소변정체 개선,
To improve ventilatory weaning impairment,인공호흡기제거장애 개선,
To improve verbal impairment,언어소통장애 개선,
To improve violence risk,폭력 위험성 개선,
To improve visual alteration,시각장애 개선,
To improve vomiting,구토 개선,
To stabilize activities of daily living alteration,일상활동장애 안정,
To stabilize activity alteration,활동장애 안정,
To stabilize activity intolerance,활동지속성장애 안정,
To stabilize activity intolerance risk,활동지속성장애 위험성 안정,
To stabilize acute pain,급성통증 안정,
To stabilize adjustment impairment,적응장애 안정,
To stabilize airway clearance impairment,비효율적 기도청결 안정,
To stabilize alchohol abuse,알코올남용 안정,
To stabilize anticipatory grieving,예기비통 안정,
To stabilize anxiety,불안 안정,
To stabilize aspiration risk,기도흡인 위험성 안정,
To stabilize auditory alteration,청각장애 안정,
To stabilize autonomic dysreflexia,자율반사장애 안정,
To stabilize bathing/hygiene deficit,목욕/개인위생결핍 안정,
To stabilize bleeding risk,출혈 위험성 안정,
To stabilize blood pressure alteration,혈압변화 안정,
To stabilize body image disturbance,신체상장애 안정,
To stabilize body nutrition deficit,영양결핍 안정,
To stabilize body nutrition deficit risk,영양결핍 위험성 안정,
To stabilize body nutrition excess,영양과다 안정,
To stabilize body nutrition excess risk,영양과다 위험성 안정,
To stabilize bowel elimination alteration,배변장애 안정,
To stabilize bowel incontinence,변실금 안정,
To stabilize breast feeding impairment,모유수유장애 안정,
To stabilize breathing pattern impairment,비효율적 호흡양상 안정,
To stabilize cardiac output alteration,심박출량장애 안정,
To stabilize cardiovascular alteration,심장혈관장애 안정,
To stabilize caregiver role strain,돌봄제공자역할갈등 안정,
To stabilize cerebral alteration,대뇌장애 안정,
To stabilize chronic low self-esteem disturbance,만성자존감저하 안정,
To stabilize chronic pain,만성통증 안정,
To stabilize comfort alteration,안위장애 안정,
To stabilize communication impairment,의사소통장애 안정,
To stabilize community coping impairment,지역사회대처장애 안정,
To stabilize confusion,혼돈 안정,
To stabilize constipation,변비 안정,
To stabilize contraception risk,피임 위험성 안정,
To stabilize decisional conflict,의사결정갈등 안정,
To stabilize defensive coping,방어적대처 안정,
To stabilize delivery risk,분만 위험성 안정,
To stabilize denial,부정 안정,
To stabilize diarrhea,설사 안정,
To stabilize disabled family coping,가족대처불능 안정,
To stabilize disuse syndrome,비사용증후군 안정,
To stabilize diversional activity deficit,여가활동부족 안정,
To stabilize dressing/grooming deficit,몸단장결핍 안정,
To stabilize drug abuse,약물남용 안정,
To stabilize dying process,임종과정 안정,
To stabilize dysfunctional grieving,비정상적비통 안정,
To stabilize electrolyte imbalance,전해질불균형 안정,
To stabilize endocrine alteration,내분비장애 안정,
To stabilize failure to thrive,성장지연 안정,
To stabilize fall risk,낙상 위험성 안정,
To stabilize family process alteration,가족과정장애 안정,
To stabilize famliy coping impairment,가족대처장애 안정,
To stabilize fatigue,피로 안정,
To stabilize fear,두려움 안정,
To stabilize fecal impaction,매복변 안정,
To stabilize feeding deficit,음식섭취결핍 안정,
To stabilize fertility risk,가임 위험성 안정,
To stabilize fluid volume alteration,체액량변화 안정,
To stabilize fluid volume decifit,체액량부족 안정,
To stabilize fluid volume decifit risk,체액량부족 위험성 안정,
To stabilize fluid volume excess,체액량과다 안정,
To stabilize fluid volume excess risk,체액량과다 위험성 안정,
To stabilize functional urinary incontinence,기능적요실금 안정,
To stabilize gas exchange impairment,가스교환장애 안정,
To stabilize gastrointestinal alteration,위장관장애 안정,
To stabilize grieving,비통 안정,
To stabilize growth & development alteration,성장발달장애 안정,
To stabilize gustatory alteration,미각장애 안정,
To stabilize health maintenance alteration,건강유지장애 안정,
To stabilize health-seeking behavior alteration,건강추구행위장애 안정,
To stabilize home maintenance alteration,가정유지장애 안정,
To stabilize hopelessness,절망감 안정,
To stabilize hyperthermia,고체온 안정,
To stabilize hypothermia,저체온 안정,
To stabilize immunologic alteration,면역장애 안정,
To stabilize individual coping impariment,개인대처장애 안정,
To stabilize infant feeding pattern impairment,영아영양장애 안정,
To stabilize infection,감염 안정,
To stabilize infection risk,감염 위험성 안정,
To stabilize infertility risk,불임 위험성 안정,
To stabilize injury risk,손상 위험성 안정,
To stabilize instrumental activities of daily living alteration,도구적일상활동장애 안정,
To stabilize intracranial adaptive capacity impairment,두개내적응능력장애 안정,
To stabilize kinesthetic alteration,운동감각장애 안정,
To stabilize knowledge deficit,지식부족 안정,
To stabilize knowledge deficit of diagnostic test,진단검사 지식부족 안정,
To stabilize knowledge deficit of dietary regimen,식사 지식부족 안정,
To stabilize knowledge deficit of disease process,질병과정 지식부족 안정,
To stabilize knowledge deficit of fluid volume,체액량 지식부족 안정,
To stabilize knowledge deficit of medicatiion regimen,투약 지식부족 안정,
To stabilize knowledge deficit of safety precautions,안전 지식부족 안정,
To stabilize knowledge deficit of therapeutic regimen,치료 지식부족 안정,
To stabilize labor risk,진통 위험성 안정,
To stabilize latex allergy response,라텍스알레르기반응 안정,
To stabilize meaningfulness alteration,의미부여장애 안정,
To stabilize medication risk,투약 위험성 안정,
To stabilize memory impairment,기억장애 안정,
To stabilize musculoskeletal alteration,근골격계장애 안정,
To stabilize nausea,오심 안정,
To stabilize noncompliance,불이행 안정,
To stabilize noncompliance of diagnostic test,진단검사 불이행 안정,
To stabilize noncompliance of dietary regimen,식사 불이행 안정,
To stabilize noncompliance of fluid volume,체액량 불이행 안정,
To stabilize noncompliance of medication regimen,투약 불이행 안정,
To stabilize noncompliance of safety precautions,안전 불이행 안정,
To stabilize noncompliance of therapeutic regimen,치료 불이행 안정,
To stabilize nutrition alteration,영양장애 안정,
To stabilize olfactory alteration,후각장애 안정,
To stabilize oral mucous membranes impairment,구강점막손상 안정,
To stabilize pain,통증 안정,
To stabilize parental role conflict,부모역할갈등 안정,
To stabilize parenting alteration,부모역할장애 안정,
